CP,Năm,Kỳ,Tăng trưởng doanh thu (%),Doanh thu (đồng),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập tài chính,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Doanh thu thuần,Giá vốn hàng bán,Lãi gộp,Chi phí tài chính,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý DN,Lãi/Lỗ từ hoạt động kinh doanh,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Lợi nhuận khác,LN trước thuế,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông thiểu số,Cổ đông của Công ty mẹ,symbol,Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,Thuế TNDN,Lãi cơ bản trên cổ phiếu
DSE,2018,4,0.1839753893,9455123798,2925180302,3.499712514,14973949,0,9455123798,0,9455123798,-4010667605,5444456193,0,,,-1741455133,3717975009,362,,-49200000,-49199638,3668775371,-743595069,0,2925180302,,2925180302,DSE,,,,,,,,,,,,,,,,,,
DSE,2018,3,-0.5778568877,4682866781,150248172,-0.9513711837,17884015,0,4682866781,0,4682866781,-3061534838,1621331943,0,,,-1389905709,249310249,0,,-49200027,-49200027,200110222,-49862050,0,150248172,,150248172,DSE,,,,,,,,,,,,,,,,,,
DSE,2018,2,-0.696075747,5147331268,-237520565,-1.035704339,40340294,0,5147331268,0,5147331268,-3782147661,1365183607,0,,,-1595295016,-189771115,0,,-47749450,-47749450,-237520565,0,0,-237520565,,-237520565,DSE,,,,,,,,,,,,,,,,,,
DSE,2018,1,-0.07752269389,8208245536,1546832910,-0.55275695,66918024,0,8208245536,0,8208245536,-4934771977,3273473559,0,,,-1448330445,1892061138,0,,-43200000,-43200000,1848861138,-302028228,0,1546832910,,1546832910,DSE,,,,,,,,,,,,,,,,,,
DSE,2017,4,-0.1584379393,7985912447,-1170206688,0.7913836752,65441527,0,7985912447,0,7985912447,-6392353977,1593558470,0,,,-2784007667,-1125007670,3637036,,-48836054,-45199018,-1170206688,0,0,-1170206688,,-1170206688,DSE,,,,,,,,,,,,,,,,,,
DSE,2017,3,0.1923475924,11093078732,3089694207,-0.08041036357,46814156,0,11093078732,0,11093078732,-6516848499,4576230233,0,,,-1496935496,3126108893,6554545,,-42969231,-36414686,3089694207,0,0,3089694207,,3089694207,DSE,,,,,,,,,,,,,,,,,,
DSE,2017,2,1.228976965,16936230710,6652428654,1.954110701,45413194,0,16936230710,0,16936230710,-7977196843,8959033867,0,,,-1257991540,7746455521,0,,-43200000,-43200000,7703255521,-1050826867,0,6652428654,,6652428654,DSE,,,,,,,,,,,,,,,,,,
DSE,2017,1,0.18081885,8898046035,3458595746,0.3156778634,40745641,0,8898046035,0,8898046035,-4143688050,4754357985,0,,,-1293307880,3501795746,0,,-43200000,-43200000,3458595746,0,0,3458595746,,3458595746,DSE,,,,,,,,,,,,,,,,,,
DSE,2016,4,0.5124868734,9489392191,-5609372561,-4.61914864,41859193,-681567454,9489392191,0,9489392191,-12414974967,-2925582776,-681567454,,,-2001661637,-5566952674,780113,,-43200000,-42419887,-5609372561,0,0,-5609372561,,-5609372561,DSE,,,,,,,,,,,,,,,,,,
DSE,2016,3,0.3984701955,9303561145,3359861926,0.3788252967,89450812,-404995840,9303561145,0,9303561145,-4334548560,4969012585,-404995840,,,-1250867950,3402599607,462319,,-43200000,-42737681,3359861926,0,0,3359861926,,3359861926,DSE,,,,,,,,,,,,,,,,,,
DSE,2016,2,-0.1066183355,7598208047,2251922601,-0.01334328288,118423555,-499190384,7598208047,0,7598208047,-3638291544,3959916503,-499190384,,,-1284027073,2295122601,0,,-43200000,-43200000,2251922601,0,0,2251922601,,2251922601,DSE,,,,,,,,,,,,,,,,,,
DSE,2016,1,0.1517382632,7535487797,2628755748,0.661252727,101769252,-256178696,7535487797,0,7535487797,-3489382781,4046105016,-256178696,,,-1219739834,2671955738,10,,-43200000,-43199990,2628755748,0,0,2628755748,,2628755748,DSE,,,,,,,,,,,,,,,,,,
DSE,2015,4,-0.2465593412,6274032759,1549914944,-0.3944758438,0,0,6274032759,-30381109,6243651650,-2921556787,3322094863,0,,,-1724740789,1597354074,0,,-47439130,-47439130,1549914944,0,0,1549914944,,1549914944,DSE,,,,,,,,,,,,,,,,,,
DSE,2015,3,0.01517236199,6652670307,2436756806,9.669135045,0,0,6652670307,0,6652670307,-3004387471,3648282836,0,,,-1162326250,2485956586,220,,-49200000,-49199780,2436756806,0,0,2436756806,,2436756806,DSE,,,,,,,,,,,,,,,,,,
DSE,2015,2,1.871980918,8504996631,2282377003,3.970640137,0,0,8504996631,-8400000,8496596631,-4239099341,4257497290,0,,,-1364829441,2892667849,6818262,,-617109108,-610290846,2282377003,0,0,2282377003,,2282377003,DSE,,,,,,,,,,,,,,,,,,
DSE,2015,1,0,6542708563,1582393639,4.437217463,0,0,6542708563,-11816723,6530891840,-3629665317,2901226523,0,,,-1280032884,1621193639,0,,-38800000,-38800000,1582393639,0,0,1582393639,,1582393639,DSE,,,,,,,,,,,,,,,,,,
DSE,2014,4,1.996042222,8327175718,2559625290,2.92071081,0,0,8327175718,-41083372,8286092346,-4363234300,3922858046,0,,,-1425245031,2497613015,178412275,,-116400000,62012275,2559625290,0,0,2559625290,,2559625290,DSE,,,,,,,,,,,,,,,,,,
DSE,2014,3,2.712540866,6553242145,228393098,4.813516831,0,0,6553242145,-101210,6553140935,-5296267747,1256873188,0,,,-971694091,285179097,14001,,-56800000,-56785999,228393098,0,0,228393098,,228393098,DSE,,,,,,,,,,,,,,,,,,
DSE,2014,2,0.4916596886,2961369478,-768311508,-3.194318442,0,0,2961369478,-74850,2961294628,-2723971820,237322808,0,,,-969645316,-732322508,11000,,-36000000,-35989000,-768311508,0,0,-768311508,,-768311508,DSE,,,,,,,,,,,,,,,,,,
DSE,2014,1,-1,0,-460370534,-4.30229942,0,0,0,0,3205878928,-2625827990,580050938,0,,,-1040421472,-460370534,0,,0,0,-460370534,0,0,-460370534,,-460370534,DSE,,,,,,,,,,,,,,,,,,
DSE,2013,4,1.575224213,2779391978,652847255,1.090137775,0,0,2779391978,0,2779391978,-1494924564,1284467414,0,,,-871608287,412859127,311988128,,-72000000,239988128,652847255,0,0,652847255,,652847255,DSE,,,,,,,,,,,,,,,,,,
DSE,2013,3,0.2175038911,1765163639,-59890413,0.8380977344,0,0,1765163639,0,1765163639,-776870009,988293630,0,,,-831788955,156504675,13500000,,-229895088,-216395088,-59890413,0,0,-59890413,,-59890413,DSE,,,,,,,,,,,,,,,,,,
DSE,2013,2,0,1985284915,350136741,0,0,0,1985284915,0,1985284915,-875637904,1109647011,0,,,-660690280,448956731,0,,-98819990,-98819990,350136741,0,0,350136741,,350136741,DSE,,,,,,,,,,,,,,,,,,
DSE,2013,1,0,2172667931,139409083,0,0,0,2172667931,-14401050,2158266881,-867299271,1290967610,0,,,-1069429517,221538093,82730000,,-164859010,-82129010,139409083,0,0,139409083,,139409083,DSE,,,,,,,,,,,,,,,,,,
DSE,2012,4,0,1079281549,-7242770926,0,0,0,1079281549,0,1079281549,-7528415649,-6449134100,0,,,-1033094811,-7482228911,292716821,,-53258836,239457985,-7242770926,0,0,-7242770926,,-7242770926,DSE,,,,,,,,,,,,,,,,,,
DSE,2012,3,0,1449821764,-369917078,0,0,0,1449821764,0,1449821764,-649984180,799837584,0,,,-1133834662,-333997078,1080000,,-37000000,-35920000,-369917078,0,0,-369917078,,-369917078,DSE,,,,,,,,,,,,,,,,,,
DXG,2025,1,-0.1312631964,924928832683,48356042143,0.5458379931,11701444319,-131692683141,924928832683,0,924928832683,-414665309842,510263522841,-138762643971,23505975,-146251017507,-79242851342,157731960315,1708470338,0,-5226556957,-3518086619,154213873696,-57067207037,-18604484841,78542181818,30186139675,48356042143,DXG,,,,,,,,,,,,,,,,,,
DXG,2024,4,0.1354884606,1589868255907,161019080828,2.417378993,21762590064,-116356404336,1589868255907,1904493883,1591772749790,-802344119013,789428630777,-132954504032,-15942747252,-211492241516,-179073403982,271728324059,53833637786,0,-17063697212,36769940574,308498264633,-44265063337,-55212889791,209020311505,48001230677,161019080828,DXG,,,,,,,,,,,,,,,,,,
DXG,2024,3,-0.1638520925,1014984416240,30713338306,-0.5486907566,13088834395,-94244527569,1014984416240,-1904493883,1013079922357,-508025190711,505054731646,-104760716936,-5554715748,-166318367169,-104677044546,136832721642,3133271375,0,-14767494616,-11634223241,125198498401,-42095773324,-9990589531,73112135546,42398797240,30713338306,DXG,,,,,,,,,,,,,,,,,,
DXG,2024,2,0.6656684713,1125936190760,32921140270,-0.7892237038,4498147995,-90731019407,1125936190760,0,1125936190760,-587252327589,538683863171,-107258485859,-15928300172,-211791503687,-74230360688,133973360760,79851435369,0,-49879549083,29971886286,163945247046,-46509700307,-23774829344,93660717395,60739577125,32921140270,DXG,,,,,,,,,,,,,,,,,,
DXG,2024,1,1.559651824,1064682454919,31281442401,1.329235499,8421125825,-115308750708,1064682454919,0,1064682454919,-592201260192,472481194727,-125120838398,-995340054,-144975252269,-72787033182,137023856649,3273854407,0,-7694072176,-4420217769,132603638880,-40466920361,-14501779164,77634939355,46353496954,31281442401,DXG,,,,,,,,,,,,,,,,,,
DXG,2023,4,0.3775743827,1400162406759,47117712479,1.115592479,40902011896,-121260635550,1400162406759,0,1400162406759,-757407350931,642755055828,-131039348427,-101880561973,-213084646893,-98734993529,138917516902,19252612468,0,-36592783034,-17340170566,121577346336,-22928560953,-93678950089,4969835294,-42147877185,47117712479,DXG,,,,,,,,,,,,,,,,,,
DXG,2023,3,-0.03365190029,1213881428313,68053864954,-0.5556077001,7599919657,-143437452657,1213881428313,0,1213881428313,-620276419372,593605008941,-151808768456,-4730066402,-183842227583,-80159899679,180663966478,9572050583,0,-7118489254,2453561329,183117527807,-48774285672,-24637770720,109705471415,41651606461,68053864954,DXG,,,,,,,,,,,,,,,,,,
DXG,2023,2,-0.5688624814,675966562465,156189955267,0.1733730508,342163313187,-136245929905,675966562465,37855090386,713821652851,-423717913280,290103739571,-159586963141,-4437251358,-108122280484,-99897357897,260223199878,20869216346,0,-31821116928,-10951900582,249271299296,-85456002522,-6671735295,157143561479,953606212,156189955267,DXG,,,,,,,,,,,,,,,,,,
DXG,2023,1,-0.7679114758,415948155432,-95012361879,-1.35164544,18485402277,-140491023600,415948155432,-37855090386,378093065046,-211715020570,166378044476,-150817904981,-1334242087,-78242500428,-93061687374,-138592888117,107414451029,0,-65208657038,42205793991,-96387094126,-29238141545,8362676029,-117262559642,-22250197763,-95012361879,DXG,,,,,,,,,,,,,,,,,,
DXG,2022,4,0,1016396954213,-407619188073,0,34450119727,-163499762283,1016396954213,-32031850196,984365104017,-550602883305,433762220712,-167486747442,-8477177,-248809159004,-449231267377,-397323310561,14374926959,0,-41443065198,-27068138239,-424391448800,16924108096,-52538622202,-460005962906,-52386774833,-407619188073,DXG,,,,,,,,,,,,,,,,,,
DXG,2022,3,0,1256153376482,153139163249,0,211588481214,-116333993893,1256153376482,-1098509545,1255054866937,-573633536121,681421330816,-128779260592,452798932,-272666250703,-188053563203,303963536464,25758318125,0,-13735579213,12022738912,315986275376,-89593553526,32180197050,258572918900,105433755651,153139163249,DXG,,,,,,,,,,,,,,,,,,
DXG,2022,2,-0.5572402731,1567867636734,133111933294,-0.55473262,196469780762,-100788153203,1567867636734,-18061272273,1549806364461,-756854082880,792952281581,-116066588064,670890785,-274560621851,-272289304389,327176438824,9019174536,0,-20166657654,-11147483118,316028955706,-91928192782,37987558306,262088321230,128976387936,133111933294,DXG,,,,,,,,,,,,,,,,,,
DXG,2022,1,-0.397726139,1792196132625,270193641361,-0.4912233062,21678530546,-103291120897,1792196132625,0,1792196132625,-755673192824,1036522939801,-108782614385,519518094,-260881518010,-172117232346,516939623700,23037164597,0,-4159493431,18877671166,535817294866,-151829816276,24388515032,408375993622,138182352261,270193641361,DXG,,,,,,,,,,,,,,,,,,
DXG,2021,4,1.251730866,2287171930502,275279783946,7.279938331,259698867126,-132756397540,2287171930502,-23615866072,2263556064430,-1146576167488,1116979896942,-134502829181,325036444,-328209012601,-515807287460,398484671270,13537685733,0,-51191530706,-37653844973,360830826297,-87820941182,-27525417049,245484468066,-29795315880,275279783946,DXG,,,,,,,,,,,,,,,,,,
DXG,2021,3,0.6216197682,1302620715375,51966940811,-0.4804662005,47131747527,-142262136319,1302620715375,0,1302620715375,-520103031098,782517684277,-145917957579,0,-289103166079,-143888432811,250739875335,5359192966,0,-4738661077,620531889,251360407224,-95934857711,4828682975,160254232488,108287291677,51966940811,DXG,,,,,,,,,,,,,,,,,,
DXG,2021,2,6.406902178,3541125223518,298948315706,1.538027567,35129350033,-135898114990,3541125223518,22030644948,3563155868466,-1607618435168,1955537433298,-145227263559,0,-701123660328,-189236534162,955079325282,36282172955,0,-12084074564,24198098391,979277423673,-478973787879,-22771625549,477532010245,178583694539,298948315706,DXG,,,,,,,,,,,,,,,,,,
DXG,2021,1,3.94516547,2975716278957,531065287860,6.865707363,10766651820,-116116886712,2975716278957,-22030644948,2953685634009,-1217294276694,1736391357315,-117963575286,0,-562680882881,-148699951877,917813599091,14874023936,0,-8136961917,6737062019,924550661110,-186496190134,-26268876448,711785594528,180720306668,531065287860,DXG,,,,,,,,,,,,,,,,,,
DXG,2020,4,-0.4964011763,1015739476051,-43834790951,-1.141592854,23652184300,-76357865940,1015739476051,-1876549470,1013862926581,-496092730348,517770196233,-84968262726,0,-176173685911,-214926952030,65353479866,53429533861,0,-52052599150,1376934711,66730414577,-123821256959,83130750826,26039908444,69874699395,-43834790951,DXG,,,,,,,,,,,,,,,,,,
DXG,2020,3,-0.448721055,803283692593,100026101981,-0.714655298,10639120812,-91907038701,803283692593,-6319758156,796963934437,-161240445781,635723488656,-94420518607,0,-127665357851,-121874233006,302402500004,8844786776,0,-5907545005,2937241771,305339741775,-121855971742,38036307808,221520077841,121493975860,100026101981,DXG,,,,,,,,,,,,,,,,,,
DXG,2020,2,-0.4324821267,478084513382,-555637544060,-3.231208412,13341734592,-92121585027,478084513382,0,478084513382,-120921527321,357162986061,-627237174883,-11089473233,-99977629473,-88594598689,-456394155625,39499174244,0,-4234307207,35264867037,-421129288588,-57780345155,11182120512,-467727513231,87910030829,-555637544060,DXG,,,,,,,,,,,,,,,,,,
DXG,2020,1,-0.5983805801,601742509328,67516532635,-0.7803316898,25001982855,-48379754511,601742509328,0,601742509328,-237793511673,363948997655,-51657546406,505157432,-84719174941,-121058364287,132021052308,7796955101,0,-16276682155,-8479727054,123541325254,-46380449797,16528887586,93689763043,26173230408,67516532635,DXG,,,,,,,,,,,,,,,,,,
DXG,2019,4,0.4316126556,2016961573886,309583356782,-0.2768503431,24512791534,-51153871674,2016961573886,-1214818184,2015746755702,-1064583930771,951162824931,-53797296017,27405536958,-129158706844,-154135293754,665989856808,30199877399,0,-5788533471,24411343928,690401200736,-158189165039,-315326227,531896709470,222313352688,309583356782,DXG,,,,,,,,,,,,,,,,,,
DXG,2019,3,0.1302336061,1457127466661,350544801679,0.1022587236,7227408151,-52888655428,1457127466661,0,1457127466661,-501410246732,955717219929,-56172697332,63997692531,-120232861473,-128822029754,721714732052,39274762875,0,-34018004238,5256758637,726971490689,-165311296934,3253613710,564913807465,214369005786,350544801679,DXG,,,,,,,,,,,,,,,,,,
DXG,2019,2,0.1029559543,842413139530,249029871454,1.191249576,227600497306,-47207237732,842413139530,0,842413139530,-366421739824,475991399706,-49545784061,24018234752,-109413516882,-119452277119,449198553702,8885480280,0,-2547509650,6337970630,455536524332,-91298846866,5989470585,370227148051,121197276597,249029871454,DXG,,,,,,,,,,,,,,,,,,
DXG,2019,1,0.2658523868,1498290370125,307356726007,-0.03500221993,11131347765,-47268994111,1498290370125,0,1498290370125,-797559591270,700730778855,-49515252055,33915038000,-124321223362,-99054417041,472886272162,47368225160,0,-4649953103,42718272057,515604544219,-91181040900,-5242510983,419180992336,111824266329,307356726007,DXG,,,,,,,,,,,,,,,,,,
DXG,2018,4,0.1682392836,1408873808172,428104132859,0.4692761764,27504720851,-52549795323,1408873808172,-181136363,1408692671809,-389119416736,1019573255073,-63136518347,130723702912,-130591781423,-114208290724,869865088342,5357903213,0,-19612195819,-14254292606,855610795736,-160436112860,8159999659,703334682535,275230549676,428104132859,DXG,,,,,,,,,,,,,,,,,,
DXG,2018,3,0.617687743,1289226810151,318024066562,0.2392506612,5808535827,-41647848799,1289226810151,0,1289226810151,-729895098601,559331711550,-56295851249,128224802253,-123877507483,-81662341226,431529349672,7487552114,0,-5912917483,1574634631,433103984303,-59383163509,-4548631088,369172189706,51148123144,318024066562,DXG,,,,,,,,,,,,,,,,,,
DXG,2018,2,1.606460383,763777679661,113647424845,1.215079734,8584853540,-36439678908,763777679661,0,763777679661,-229900562612,533877117049,-38037596080,4269039785,-92846561351,-81947770610,333899082333,6112430417,0,-18745052,6093685365,339992767698,-96713500364,7828357806,251107625140,137460200295,113647424845,DXG,,,,,,,,,,,,,,,,,,
DXG,2018,1,1.01886892,1183621712747,318505111986,1.101128695,164993816688,-32050663451,1183621712747,0,1183621712747,-681333011130,502288701617,-33457197542,-6966369374,-86657258161,-68401103091,471800590137,3093023988,0,-1795216763,1297807225,473098397362,-65259304264,-8682781030,399156312068,80651200082,318505111986,DXG,,,,,,,,,,,,,,,,,,
DXG,2017,4,0.01685917532,1205980510977,291370771357,-0.2589349591,15529874702,-23850587804,1205980510977,-3007805492,1202972705485,-519122749679,683849955806,-24938920031,42297936689,-102442191689,-82079959567,532216695910,9535173446,0,-607437661,8927735785,541144431695,-136171649939,11946414313,416919196069,125548424712,291370771357,DXG,,,,,,,,,,,,,,,,,,
DXG,2017,3,2.318471488,796956529911,256626101981,52.59629084,19769393100,-18372292536,796956529911,0,796956529911,-235532856827,561423673084,-18997274621,32248825133,-72434202330,-62736482747,459273931619,8253030328,0,-2902804777,5350225551,464624157170,-71473389381,5195810244,398346578033,141720476052,256626101981,DXG,,,,,,,,,,,,,,,,,,
DXG,2017,2,-0.6203347949,293032529742,51306245603,-0.5708770872,15092681943,-10243524373,293032529742,0,293032529742,-98887904921,194144624821,-10243670087,22650868398,-62615943270,-57292863957,101735697848,3535335230,0,-7510592279,-3975257049,97760440799,-20150731264,3696966169,81306675704,30000430101,51306245603,DXG,,,,,,,,,,,,,,,,,,
DXG,2017,1,0.8587750941,586279624809,151587626568,4.149362591,15682881921,-8485024298,586279624809,0,586279624809,-295896509696,290383115113,-8485024298,30813777465,-57473283212,-46448404319,224473062670,7908377491,0,-590374189,7318003302,231791065972,-47082544666,4139281243,188847802549,37260175981,151587626568,DXG,,,,,,,,,,,,,,,,,,
DXG,2016,4,1.439424051,1185985768966,393178405790,3.369020534,86714340681,-7595161378,1185985768966,-359094091,1185626674875,-576775021152,608851653723,-8102777271,44398895208,-94303930486,-62644782592,574913399263,23994584969,0,6351520024,30346104993,605259504256,-112869542574,-1626380691,490763580991,97585175201,393178405790,DXG,,,,,,,,,,,,,,,,,,
DXG,2016,3,-0.5441844346,240157715010,-4973731596,-1.053218949,3434629995,-5696593840,240157715010,-6172204347,233985510663,-136169318290,97816192373,-5696593840,-7939530534,-43324262598,-35896681275,8393754121,19953223729,0,-13790178532,6163045197,14556799318,-6564373060,543535788,8535962046,13509693642,-4973731596,DXG,,,,,,,,,,,,,,,,,,
DXG,2016,2,2.635264767,771818238307,119560722738,0.02554254839,7413818198,-9027472086,771818238307,0,771818238307,-527126645163,244691593144,-10585663256,21426073810,-56703019165,-38013098681,168229704050,720561414,0,-3308629042,-2588067628,165641636422,-26457963956,-3263096176,135920576290,16359853552,119560722738,DXG,,,,,,,,,,,,,,,,,,
DXG,2016,1,0.8380677079,315411814297,29438134118,-0.1955779763,7096956738,-8317556355,315411814297,-325380682,315086433615,-214808607430,100277826185,-8317556355,14157231555,-41421641541,-36244553066,35548263516,790166016,0,-558227825,231938191,35780201707,-6254175851,-322834015,29203191841,-234942277,29438134118,DXG,,,,,,,,,,,,,,,,,,
DXG,2015,4,1.036817576,486174500260,89992345581,-0.2121101546,10579311879,-3480325475,486174500260,-849562687,485324937573,-278659887684,206665049889,-3480325475,25238535502,-58532173388,-43464330076,137006068331,6281365788,0,-313265934,5968099854,142974168185,-28161807709,636787145,115449147621,25456802040,89992345581,DXG,,,,,,,,,,,,,,,,,,
DXG,2015,3,6.159019525,526874756477,93457906787,95.55064166,7756148144,-1317987633,526874756477,-1608762113,525265994364,-314608307106,210657687258,-1317987633,16936549919,-42682971726,-26653695158,164695730804,3379992865,0,-6438356788,-3058363923,161637366881,-34738365739,796623998,127695625140,34237718353,93457906787,DXG,,,,,,,,,,,,,,,,,,
DXG,2015,2,0.7992698811,212314174539,116582898414,2.721110912,9654738735,-86269073,212314174539,0,212314174539,-70649983838,141664190701,-3671298067,20035118254,-28567321810,-30083800342,109031627471,55405872013,0,-120479637,55285392376,164317019847,-22740127866,1635257945,143212149926,26629251512,116582898414,DXG,,,,,,,,,,,,,,,,,,
DXG,2015,1,0.8573491859,171599671192,36595385568,0.7167280366,8853579201,-25381250,171599671192,0,171599671192,-71341776647,100257894545,-25381250,0,-14572179881,-24895741437,69618171178,527213346,4380705003,-3064906066,-2537692720,71461183461,-12292977092,91687083,59259893452,22664507884,36595385568,DXG,,,,,,,,,,,,,,,,,,
DXG,2014,4,0.933698673,238693197662,114219450986,2.660291686,72124300191,-24688063,238693197662,0,238693197662,-106952424956,131740772706,-24688063,0,-24579357634,-30561186857,148699840343,361894599,15952919726,-177544677,184349922,164837109991,-31682863146,2159713532,135313960377,21094509391,114219450986,DXG,,,,,,,,,,,,,,,,,,
DXG,2014,3,1.341335295,73595937912,967967744,-0.9678194573,5498082255,-9898452,73595937912,-16131101000,57464836912,-20105175274,37359661638,-9898452,0,-10398006175,-17674512768,14775326498,2083497068,-1479715607,-102792216,1980704852,15276315743,-4485040331,0,10791275412,9823307668,967967744,DXG,,,,,,,,,,,,,,,,,,
DXG,2014,2,-0.1514144693,118000182612,31330132633,0.5606593495,5029915969,-11095426,118000182612,-367118182,117633064430,-34341225264,83291839166,-11095426,0,-12496487445,-19021670645,56792501619,321252290,1190656646,-875765185,-554512895,57428645370,-12662512712,0,44766132658,13436000025,31330132633,DXG,,,,,,,,,,,,,,,,,,
DXG,2014,1,0.8942739639,92389558458,21316938261,14.17478068,1250885270,-33608760,92389558458,0,92389558458,-42966623372,49422935086,-33608760,0,-6828618477,-15070206533,28741386586,228791124,-18933382,-124289744,104501380,28826954584,-6650302527,0,22176652057,859713796,21316938261,DXG,,,,,,,,,,,,,,,,,,
DXG,2013,4,0,123438672735,31205013362,0,6906723789,-209859673,123438672735,0,123438672735,-46116531840,77322140895,-209859673,0,-14560108075,-25383782632,44075114304,2556615760,3313751609,-1310859614,1245756146,48634622059,-9293200718,0,39341421341,8136407979,31205013362,DXG,,,,,,,,,,,,,,,,,,
DXG,2013,3,0,31433318445,30079285884,0,44152696108,-32271071,31433318445,-109065000,31324253445,-5599408733,25724844712,-32271071,0,-10077196366,-20001839717,39766233666,355078402,-568804628,-233780293,121298109,39318727147,-9490792342,0,29827934805,-251351079,30079285884,DXG,,,,,,,,,,,,,,,,,,
DXG,2013,2,0,139055143348,20074933485,0,1951030525,-55175161,139055143348,0,139055143348,-65363035003,73692108345,-55175161,0,-26212991274,-18224652408,31150320027,406723839,-462183695,-411394154,-4670315,30683466017,-10032336778,0,20651129239,576195754,20074933485,DXG,,,,,,,,,,,,,,,,,,
DXG,2013,1,0,48773070960,1404760880,0,1942869883,-45523076,48773070960,0,48773070960,-19581237199,29191833761,-45523076,0,-11643513748,-17635770654,1809896166,229934651,-164939149,-25663021,204271630,1849228647,-1939814026,0,-90585379,-1495346259,1404760880,DXG,,,,,,,,,,,,,,,,,,
DXS,2025,1,-0.04066626164,512463892908,40057066407,0.2834303297,4386212272,-21832358716,512463892908,0,512463892908,-282876260911,229587631997,-21832358716,-79842311,-96164325494,-57970527105,57926790643,1493001259,,-2668986132,-1175984873,56750805770,-16409124095,2915368194,43257049869,3199983462,40057066407,DXS,,,,,,,,,,,,,,,,,,
DXS,2024,4,0.6574034022,791388173004,36472132228,1.320229589,15650537198,-25174973819,791388173004,-171858947836,619529225168,-229078351754,390450873414,-26612321728,-16662878991,-135901309611,-135438037518,91486862764,21094256620,,-11387818412,9706438208,101193300972,-30301091810,-5622026424,65270182738,28798050510,36472132228,DXS,,,,,,,,,,,,,,,,,,
DXS,2024,3,0.06249074015,581705944140,34947962403,9.202539376,7046460569,-19914483830,581705944140,0,581705944140,-313993515416,267712428724,-21569940298,-5609331542,-108115699507,-58948108664,80515809282,2607770391,,-9129568410,-6521798019,73994011263,-20139807201,-991039396,52863164666,17915202263,34947962403,DXS,,,,,,,,,,,,,,,,,,
DXS,2024,2,0.1248174401,702464284278,38039815600,3.00689484,5214018758,-24873923232,702464284278,0,702464284278,-411160943927,291303340351,-25863294812,-15733339733,-122002821068,-42439205232,90478698264,15553731228,,-11385211170,4168520058,94647218322,-16731471983,-1540655025,76375091314,38335275714,38039815600,DXS,,,,,,,,,,,,,,,,,,
DXS,2024,1,0.4565047301,534187293135,31210939526,1.804667962,3469182681,-27894558779,534187293135,0,534187293135,-305742516063,228444777072,-28563806667,-554000393,-77400999582,-53147726533,72247426578,1741934970,,-2491599127,-749664157,71497762421,-17403231139,-523660626,53570870656,22359931130,31210939526,DXS,,,,,,,,,,,,,,,,,,
DXS,2023,4,-0.4791944929,477486755466,-113893698237,-0.1401721317,22378799442,-26537341175,477486755466,0,477486755466,-293213328147,184273427319,-27786790838,-91042870868,-87957987963,-82703652854,-82839075762,13679031837,,-9896572458,3782459379,-79056616383,137102058,-45639076293,-124558590618,-10664892381,-113893698237,DXS,,,,,,,,,,,,,,,,,,
DXS,2023,3,-0.4802619852,547492718911,3425418037,-0.9715185191,5310248202,-30933375431,547492718911,-37855090386,509637628525,-285605776564,224031851961,-32554640242,-7515028433,-92591897718,-54974491709,41706042061,4235286682,,-1281145378,2954141304,44660183365,-16143402769,-3111169539,25405611057,21980193020,3425418037,DXS,,,,,,,,,,,,,,,,,,
DXS,2023,2,-0.5246429435,624514040424,-18954563456,-1.108471945,11277105109,-32459766093,624514040424,37855090386,662369130810,-511481663807,150887467003,-36678020841,-6960730783,-70111960652,-61981405333,-13567545497,12345169147,,-4309352108,8035817039,-5531728458,-7181057680,-4491088619,-17203874757,1750688699,-18954563456,DXS,,,,,,,,,,,,,,,,,,
DXS,2023,1,-0.5752527854,366759737948,-38787352031,-1.313418981,8699581526,-36467238864,366759737948,-37855090386,328904647562,-196801441752,132103205810,-37220098769,-1624740284,-74900267929,-59700280904,-32642600550,7682793800,,-14739266336,-7056472536,-39699073086,-11237960252,6941872822,-43995160516,-5207808485,-38787352031,DXS,,,,,,,,,,,,,,,,,,
DXS,2022,4,-0.3110980751,916823552963,-99891669923,-2.472626724,11024177313,-44870681435,916823552963,-32728840059,884094712904,-523898537924,360196174980,-55230333345,0,-242825841696,-216530246970,-143366069718,13823260852,,-6973018776,6850242076,-136515827642,8753705257,-9010712640,-136772835025,-36881165102,-99891669923,DXS,,,,,,,,,,,,,,,,,,
