CP,Năm,Kỳ,Tăng trưởng doanh thu (%),Doanh thu (đồng),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập tài chính,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Doanh thu thuần,Giá vốn hàng bán,Lãi gộp,Chi phí tài chính,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý DN,Lãi/Lỗ từ hoạt động kinh doanh,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Lợi nhuận khác,LN trước thuế,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông thiểu số,Cổ đông của Công ty mẹ,symbol,Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,Thuế TNDN,Lãi cơ bản trên cổ phiếu
AAA,2025,1,0.3011040495,3857615161473,45239813399,-0.6641602796,37647668844,-37860213792,3857615161473,-1207059582,3856408101891,-3392693587392,463714514499,-162271190177,4307422594,-181532495943,-98239252481,63626667336,11198805094,0,-6335228300,4863576794,68490244130,-13539629730,561806441,55512420841,10272607442,45239813399,AAA,,,,,,,,,,,,,,,,,,
AAA,2024,4,0.4305353606,3844069138022,76186464918,-0.1875431313,91249831608,-49789576625,3844069138022,-1549525461,3842519612561,-3393914630919,448604981642,-68898239666,3971654058,-229528379756,-46666193570,198733654316,3807565493,0,-104225861458,-100418295965,98315358351,-37525854225,2885963798,63675467924,-12510996994,76186464918,AAA,,,,,,,,,,,,,,,,,,
AAA,2024,3,-0.0953264068,3194720984754,21799597923,-0.7799126723,33516838128,-33905226424,3194720984754,-1321449422,3193399535332,-2848063506913,345336028419,-38092712972,7564464721,-191007387234,-183779758052,-26462526990,874508486,0,-2327212524,-1452704038,-27915231028,1870420871,342912354,-25701897803,-47501495726,21799597923,AAA,,,,,,,,,,,,,,,,,,
AAA,2024,2,-0.002941405089,2784044828229,135887872408,2.214370445,98092361110,-40781649677,2784044828229,-1564742697,2782480085532,-2424146450534,358333634998,-53929325111,21455880482,-173233226618,-76353933733,174365391128,4414811284,0,-1545380136,2869431148,177234822276,-33386351113,-5934364992,137914106171,2026233763,135887872408,AAA,,,,,,,,,,,,,,,,,,
AAA,2024,1,-0.1804287851,2964878299224,134706559842,1.499403642,47863280080,-35048921226,2964878299224,-1046971601,2963831327623,-2632000466517,331830861106,-39801387126,23727758055,-123010462870,-73583410041,167026639204,1119155732,0,-214707375,904448357,167931087561,-26560017429,2523094307,143894164439,9187604597,134706559842,AAA,,,,,,,,,,,,,,,,,,
AAA,2023,4,-0.2133267493,2687154224910,93772934728,1.959544755,67921370313,-48476740408,2687154224910,-2575473135,2684578751775,-2375451450167,309127301608,-67250781564,22819564892,-135967900119,-89321724866,107327830264,4372115464,0,-3672034674,700080790,108027911054,-24597831305,8752453615,92182533364,-1590401364,93772934728,AAA,,,,,,,,,,,,,,,,,,
AAA,2023,3,0.07290048021,3531352090707,99049764272,0.2401967163,63082764650,-46635327606,3531352090707,-2273196017,3529078894690,-3209329498857,319749395833,-52837104055,11922389158,-146527042033,-71930869436,123459534117,6662250470,0,-3063556223,3598694247,127058228364,-24538430487,1027660219,103547458096,4497693824,99049764272,AAA,,,,,,,,,,,,,,,,,,
AAA,2023,2,-0.3901680576,2792257990090,42275112576,-0.5051206854,61416035204,-46607049754,2792257990090,-944663741,2791313326349,-2556304153355,235009172994,-59379004371,3570401793,-118984474113,-59741058059,61891073448,4640556916,0,-2514955640,2125601276,64016674724,-15813694251,1666526245,49869506718,7594394142,42275112576,AAA,,,,,,,,,,,,,,,,,,
AAA,2023,1,-0.1018549582,3617596915511,53895480338,-0.3881496079,47003239324,-45134977429,3617596915511,-883996058,3616712919453,-3370542435514,246170483939,-56006994655,14564670455,-109390083352,-66043720520,76297595191,3180093849,0,-233757804,2946336045,79243931236,-13692553202,-1754298152,63797079882,9901599544,53895480338,AAA,,,,,,,,,,,,,,,,,,
AAA,2022,4,-0.1870606019,3415845425613,-97726483611,-2.614844804,76956511432,-57560677981,3415845425613,-9286091326,3406559334287,-3372303457270,34255877017,-85428295752,16543417620,-129385434583,-74282129130,-161340053396,2648735254,0,-1248408201,1400327053,-159939726343,5919794061,1265826574,-152754105708,-55027622097,-97726483611,AAA,,,,,,,,,,,,,,,,,,
AAA,2022,3,0,3291406943915,79866172011,0,43749317209,-40362653734,3291406943915,-11072289994,3280334653921,-2972146306598,308188347323,-61887618795,16495471816,-140819634222,-58132125521,107593757810,1517118689,0,-4231390245,-2714271556,104879486254,-28624194066,362140033,76617432221,-3248739790,79866172011,AAA,,,,,,,,,,,,,,,,,,
AAA,2022,2,0,4578733575653,85425095236,0,62151890682,-35891150019,4578733575653,-3873387481,4574860188172,-4231027690855,343832497317,-59187504578,8438343001,-178910187534,-60039573317,116285465571,2149643923,0,-3926631782,-1776987859,114508477712,-23112399121,1811205117,93207283708,7782188472,85425095236,AAA,,,,,,,,,,,,,,,,,,
AAA,2022,1,0,4027853795475,88086043638,0,31625143230,-39865290941,4027853795475,-169397008,4027684398467,-3634008629551,393675768916,-50899286147,16318624809,-213685606963,-54852980342,122181663503,1008460580,0,-273750352,734710228,122916373731,-26842454914,414008329,96487927146,8401883508,88086043638,AAA,,,,,,,,,,,,,,,,,,
AAA,2021,4,0.9809409367,4201845098822,60517570104,0.04871008909,78107573142,-36654735524,4201845098822,-3008748801,4198836350021,-3818147546774,380688803247,-59979045743,7177874375,-253505725452,-58090081859,94399397710,3188946836,0,-778912475,2410034361,96809432071,-50722612194,23788721197,69875541074,9357970970,60517570104,AAA,,,,,,,,,,,,,,,,,,
AAA,2021,3,0.7666065203,3409264544303,62514754147,-0.2042946287,55774446901,-32749759815,3409264544303,-2084430427,3407180113876,-3089423538078,317756575798,-42326671031,8614922080,-198261662585,-46724789099,94832822064,1361529707,0,-2654405570,-1292875863,93539946201,-30249410376,3982163568,67272699393,4757945246,62514754147,AAA,,,,,,,,,,,,,,,,,,
AAA,2021,2,0.8028239226,3269796291844,86326563080,0.2754296475,50031313543,-44492122484,3269796291844,-5050435836,3264745856008,-2900720665515,364025190493,-54678764618,3161056598,-184330649064,-51778894990,126429251962,2821164461,0,-12019917023,-9198752562,117230499400,-20006729975,-1226136212,95997633213,9671070133,86326563080,AAA,,,,,,,,,,,,,,,,,,
AAA,2021,1,0.451716385,2284373757361,75141819491,0.2848166975,45537795466,-37769042726,2284373757361,-756449265,2283617308096,-2044520172452,239097135644,-42748982353,3919288485,-102440067463,-38157791391,105207378388,1246188544,0,-398070888,848117656,106055496044,-14070463568,-2466580164,89518452312,14376632821,75141819491,AAA,,,,,,,,,,,,,,,,,,
AAA,2020,4,0.1545247612,2121135981877,57706672925,-0.02034544689,37983730931,-48081193362,2121135981877,-2679294503,2118456687374,-1910863817019,207592870355,-51588379475,15621701593,-85209410170,-52489854638,71910658596,1132208365,0,-4040106748,-2907898383,69002760213,-8856371230,287059614,60433448597,2726775672,57706672925,AAA,,,,,,,,,,,,,,,,,,
AAA,2020,3,-0.1848354095,1929838085125,78565203153,0.2333547931,44835095737,-49063026634,1929838085125,-2681072633,1927157012492,-1719945872561,207211139931,-53099248518,810923830,-55642770831,-42383700043,101731440106,1364867671,0,-3074494731,-1709627060,100021813046,-13857106104,-86824438,86077882504,7512679351,78565203153,AAA,,,,,,,,,,,,,,,,,,
AAA,2020,2,-0.2562708439,1813708066994,67684300148,-0.4860683995,49809253203,-53578102302,1813708066994,-3112083642,1810595983352,-1627230324269,183365659083,-66895670460,280167868,-56663819282,-34233723263,75661867149,-7465221013,0,7816270394,351049381,76012916530,-1796665761,-13670181,74202580588,6518280440,67684300148,AAA,,,,,,,,,,,,,,,,,,
AAA,2020,1,-0.3986312208,1573567523917,58484466803,-0.7267559403,36043002254,-50524146818,1573567523917,-1220192091,1572347331826,-1393581779831,178765551995,-56993723826,191019839,-58328519747,-37858614966,61818715549,20693211515,0,-8601383322,12091828193,73910543742,-11296469822,44342055,62658415975,4173949172,58484466803,AAA,,,,,,,,,,,,,,,,,,
AAA,2019,4,-0.1686567492,1837237323176,58905123997,0.1437348041,44141482621,-49945222265,1837237323176,-4000354301,1833236968875,-1656741060921,176495907954,-62238460705,-56550198,-37062485062,-42294385350,78985509260,-440869227,0,-679583217,-1120452444,77865056816,-14817799314,840277864,63887535366,4982411369,58905123997,AAA,,,,,,,,,,,,,,,,,,
AAA,2019,3,0.08169862547,2367421386693,63700407693,0.4846275492,42473731933,-53172638656,2367421386693,-3238652136,2364182734557,-2164606410027,199576324530,-58484445893,0,-57806654702,-40543930057,85215025811,867822567,0,-382046810,485775757,85700801568,-11434762682,-516661754,73749377132,10048969439,63700407693,AAA,,,,,,,,,,,,,,,,,,
AAA,2019,2,0.05026327129,2438667426222,131699043390,2.597040977,40394208201,-70292067113,2438667426222,-8633028459,2430034397763,-2138619937880,291414459883,-82288903731,0,-53853853069,-34954472795,160711438489,1545544420,0,-1141168616,404375804,161115814293,-10749983616,-9905581615,140460249062,8761205672,131699043390,AAA,,,,,,,,,,,,,,,,,,
AAA,2019,1,1.01545052,2616643195140,214037468440,3.346977981,52666033396,-45933094039,2616643195140,-4306411839,2612336783301,-2237684096383,374652686918,-62767516140,0,-67805674204,-31228010006,265517519964,7265638328,0,-43515900,7222122428,272739642392,-35799343105,-13315313433,223624985854,9587517414,214037468440,AAA,,,,,,,,,,,,,,,,,,
AAA,2018,4,0.5492115378,2209962396990,51502432019,-0.2111698801,20898115374,-40295506565,2209962396990,-1037673394,2208924723596,-2011457866835,197466856761,-67212717328,0,-52254432906,-37134475802,61763346099,2498409667,0,-41813291,2456596376,64219942475,-11402731020,708675840,53525887295,2023455276,51502432019,AAA,,,,,,,,,,,,,,,,,,
AAA,2018,3,1.05904117,2188614583530,42906658795,-0.1753325415,21541918835,-41475666353,2188614583530,-2106916397,2186507667133,-2028667698513,157839968620,-55395778502,0,-39008660761,-30300036149,54677412043,5593713364,0,-2857060399,2736652965,57414065008,-9435207667,-68610334,47910247007,5003588212,42906658795,AAA,,,,,,,,,,,,,,,,,,
AAA,2018,2,1.719475808,2321958210748,36613161825,-0.06430351368,11991921482,-45754572288,2321958210748,-3776658553,2318181552195,-2148078103742,170103448453,-60387322612,0,-34097236248,-29223348585,58387462490,1281943293,0,-8261170,1273682123,59661144613,-8853053207,-105307377,50702784029,14089622204,36613161825,AAA,,,,,,,,,,,,,,,,,,
AAA,2018,1,0.7699930567,1298291954567,49238222361,-0.2639439862,7085646051,-23245616132,1298291954567,-333284102,1297958670465,-1150432871108,147525799357,-25591419044,0,-31202480069,-26960451660,70857094635,1835631682,0,-3555229,1832076453,72689171088,-13081036033,401860175,60009995230,10771772869,49238222361,AAA,,,,,,,,,,,,,,,,,,
AAA,2017,4,1.136492653,1426507835174,65289636792,0.5810596435,33262328034,-28945734767,1426507835174,-1037266654,1425470568520,-1228777511440,196693057080,-30389199454,-24288655000,-61898852480,-23585370529,89793307651,1167354164,0,125482246,1292836410,91086144061,-15530305960,-229625578,75326212523,10036575731,65289636792,AAA,,,,,,,,,,,,,,,,,,
AAA,2017,3,0.9819421112,1062929005862,52029043164,0.3453285696,4124651624,-17065679630,1062929005862,-1257823584,1061671182278,-932638640218,129032542060,-20723543611,0,-13398174851,-19064587076,79970888146,416809560,0,-83860027,332949533,80303837679,-12859074134,17436976,67462200521,15433157357,52029043164,AAA,,,,,,,,,,,,,,,,,,
AAA,2017,2,0.6508347456,853825654192,39129314217,0.1625325591,-63976584292,-17746808506,853825654192,-94043728,853731610464,-730816635256,122914975208,9304630309,24288655000,-7482917746,-18253416498,66795341981,665456109,0,-409095636,256360473,67051702454,-18070710325,-245989910,48735002219,9605688002,39129314217,AAA,,,,,,,,,,,,,,,,,,
AAA,2017,1,0.7287536737,733501156775,66894667573,1.358928152,82364864741,-16833826448,733501156775,-4766214896,728734941879,-626990411059,101744530820,-53244735002,0,-22944376417,-18419181582,89501102560,138979094,0,-27458573,111520521,89612623081,-17973385002,201452614,71840690693,4946023120,66894667573,AAA,,,,,,,,,,,,,,,,,,
AAA,2016,4,0.4515775994,667686749630,41294860102,0.9499680351,9364336931,-7265829226,667686749630,-151829729,667534919901,-568748920481,98785999420,-26458847770,1328378471,-14528130182,-15597767894,52893968976,1113839192,0,-5670790430,-4556951238,48337017738,-6890891702,2422936,41448548972,153688870,41294860102,AAA,,,,,,,,,,,,,,,,,,
AAA,2016,3,0.1455873652,536306787098,38673855843,0.9479109655,4802491049,-6637193744,536306787098,-719625826,535587161272,-452794707854,82792453418,-8643546827,2294446474,-19223067035,-18667976850,43354800229,4189497583,0,-13779258,4175718325,47530518554,-8318791223,-81969418,39129757913,455902070,38673855843,AAA,,,,,,,,,,,,,,,,,,
AAA,2016,2,0.3998524918,517208434394,33658682426,4.97100074,11943366860,-7087632513,517208434394,-113449599,517094984795,-447802096702,69292888093,-9270588887,-4295308753,-12901285065,-16733994316,38035077932,679244634,0,-9326004,669918630,38704996562,-4794848948,-22905993,33887241621,228559195,33658682426,AAA,,,,,,,,,,,,,,,,,,
AAA,2016,1,0.3323662153,424294778325,28358077594,5.262853961,4088654022,-6293816656,424294778325,-742035443,423552742882,-367388672113,56164070769,-9554498445,2423823607,-10229653180,-11623011040,31269385733,2098871899,0,-1344008447,754863452,32024249185,-3687913152,123133078,28459469111,101391517,28358077594,AAA,,,,,,,,,,,,,,,,,,
AAA,2015,4,0.02733303711,459973169805,21177198476,32.02009347,4004241859,-6473520309,459973169805,-352594792,459620575013,-402756979629,56863595384,-14049073571,1907493121,-9850728132,-11918055344,26957473317,275975063,0,-545471,275429592,27232902909,-5912736437,-16791273,21303375199,126176723,21177198476,AAA,,,,,,,,,,,,,,,,,,
AAA,2015,3,0.1430500401,468150054175,19854016189,0.2134719058,5885459644,-6541008895,468150054175,-709075478,467440978697,-408027734333,59413244364,-16154571135,1774107636,-21069377932,-8576936315,21271926262,1001306272,0,410000826,1411307098,22683233360,-2800103085,8044386,19891174661,37158472,19854016189,AAA,,,,,,,,,,,,,,,,,,
AAA,2015,2,-0.03814073898,369473524831,5637025332,-0.631514993,8503423258,-5519155453,369473524831,-365629589,369107895242,-323297008095,45810887147,-12703391558,-2296859076,-22891956537,-10004426099,6417677135,66855460,0,-174801613,-107946153,6309730982,-559395891,40258698,5790593789,153568457,5637025332,AAA,,,,,,,,,,,,,,,,,,
AAA,2015,1,-0.01512222002,318452069305,-6652369012,-1.453682644,4001842674,-5532126701,318452069305,-72570356,318379498949,-290659434678,27720064271,-7084720055,0,-21417988011,-11108992506,-7889793627,520532218,1997132069,-238815357,281716861,-5610944697,-757399238,-67986117,-6436330052,216038960,-6652369012,AAA,,,,,,,,,,,,,,,,,,
AAA,2014,4,0.3624656759,447735206783,641342778,-0.9437004831,2848872567,-6059642453,447735206783,-3462290601,444272916182,-405609189336,38663726846,-9132225484,0,-23800951388,-10415257483,-1835834942,778885846,1532681484,-224203863,554681983,251528525,722835421,-149158687,825205259,183862481,641342778,AAA,,,,,,,,,,,,,,,,,,
AAA,2014,3,0.323643787,409562169408,16361331560,0.2405051415,2610326060,-5681141129,409562169408,-255157449,409307011959,-358015776197,51291235762,-7120855415,0,-20554326466,-8460664358,17765715583,879392672,1636597222,-32705267,846687405,20249000210,-3668547843,968200,16581420567,220089007,16361331560,AAA,,,,,,,,,,,,,,,,,,
AAA,2014,2,0.3892002272,384124309870,15297841769,0.1640649859,1739069197,-2416397337,384124309870,-274024822,383850285048,-335407866981,48442418067,-6340536041,0,-16862841649,-8264977120,18713132454,3516253939,1379509033,-4844477080,-1328223141,18764418346,-3322791878,88380831,15530007299,232165530,15297841769,AAA,,,,,,,,,,,,,,,,,,
AAA,2014,1,0.324478494,323341713842,14663044984,-0.1481513053,1133703473,-3030038742,323341713842,-128317940,323213395902,-278865870611,44347525291,-3303170182,0,-17719664762,-8836146390,15622247430,1002198535,1733779533,-422868202,579330333,17935357296,-2906962215,-184153099,14844241982,181196998,14663044984,AAA,,,,,,,,,,,,,,,,,,
AAA,2013,4,0,328621274434,11391621343,0,1584829239,-2826480156,328621274434,-153326387,328467948047,-286409479822,42058468225,-3335810779,0,-16951883981,-9436847848,13918754856,736774193,2221591629,-97842230,638931963,16779278448,-5549247880,182285396,11412315964,20694621,11391621343,AAA,,,,,,,,,,,,,,,,,,
AAA,2013,3,0,309420233314,13189249293,0,1069569982,-4261851028,309420233314,-383757869,309036475445,-265312830107,43723645338,-4881881136,0,-15794443389,-9410857443,14706033352,647496684,1490629320,-3436759,644059925,16840722597,-3374827439,-105783466,13360111692,170862399,13189249293,AAA,,,,,,,,,,,,,,,,,,
AAA,2013,2,0,276507520180,13141742046,0,1799374307,-4795952169,276507520180,-435239055,276072281125,-231419606297,44652674828,-8088263665,0,-15082913674,-8811398738,14469473058,640649119,1137021975,-17147551,623501568,16229996601,-2886216758,-62366760,13281413083,139671037,13141742046,AAA,,,,,,,,,,,,,,,,,,
AAA,2013,1,0,244127568184,17213203559,0,2156111356,-5222906057,244127568184,-196489932,243931078252,-195830687906,48100390346,-5329187934,0,-15523150822,-8679192279,20724970667,513181190,0,-1364651,511816539,21236787206,-3903784899,84698070,17417700377,204496818,17213203559,AAA,,,,,,,,,,,,,,,,,,
ACB,2025,1,0.111758206,13327306000000,3678266000000,-0.05816354148,,,,,,,,,,,-2691892000000,,,,,,4596608000000,-958551000000,40209000000,3678266000000,,3678266000000,ACB,13327306000000,-6968441000000,6358865000000,1394280000000,-521967000000,872313000000,475590000000,23799000000,-1495000000,284468000000,-102083000000,182385000000,3171000000,7914628000000,5222736000000,-626128000000,-918342000000,0
ACB,2024,4,0.0801725767,13518376000000,4545364000000,0.1345600244,,,,,,,,,,,-2739350000000,,,,,,5671271000000,-1086127000000,-39780000000,4545364000000,,4545364000000,ACB,13518376000000,-6438085000000,7080291000000,1435715000000,-566890000000,868825000000,344167000000,-26090000000,213050000000,419472000000,-346882000000,72590000000,5463000000,8558296000000,5818946000000,-147675000000,-1125907000000,1017
ACB,2024,3,-0.007819313793,12922067000000,3870395000000,-0.04140699167,,,,,,,,,,,-2933714000000,,,,,,4844044000000,-971306000000,-2343000000,3870395000000,,3870395000000,ACB,12922067000000,-6040680000000,6881387000000,1325822000000,-578633000000,747189000000,166635000000,71287000000,47199000000,259065000000,-56305000000,202760000000,19544000000,8136001000000,5202287000000,-358243000000,-973649000000,0
ACB,2024,2,-0.08163412092,12474712000000,4468590000000,0.1559151606,,,,,,,,,,,-2465618000000,,,,,,5598243000000,-1075344000000,-54309000000,4468590000000,,4468590000000,ACB,12474712000000,-5363206000000,7111506000000,1421150000000,-543581000000,877569000000,426650000000,-41231000000,-14005000000,415272000000,-129401000000,285871000000,5651000000,8652011000000,6186393000000,-588150000000,-1129653000000,779
ACB,2024,1,-0.09351625143,11987594000000,3905419000000,-0.05552802653,,,,,,,,,,,-2763921000000,,,,,,4892313000000,-1066922000000,80028000000,3905419000000,,3905419000000,ACB,11987594000000,-5266076000000,6721518000000,1282271000000,-537069000000,745202000000,233300000000,196391000000,204068000000,172323000000,-109907000000,62416000000,5556000000,8168451000000,5404530000000,-512217000000,-986894000000,1006
ACB,2023,4,0.05120208994,12515015000000,4006279000000,0.3956641275,,,,,,,,,,,-3013248000000,,,,,,5043574000000,-975257000000,-62038000000,4006279000000,,4006279000000,ACB,12515015000000,-6225399000000,6289616000000,1305933000000,-578635000000,727298000000,28950000000,-13925000000,1358428000000,216906000000,-230699000000,-13793000000,1889000000,8378463000000,5365215000000,-321641000000,-1037295000000,1031
ACB,2023,3,0.2620009178,13023905000000,4037579000000,0.1256169515,,,,,,,,,,,-2868218000000,,,,,,5035481000000,-996856000000,-1046000000,4037579000000,,4037579000000,ACB,13023905000000,-6814777000000,6209128000000,1301774000000,-538187000000,763587000000,315762000000,67760000000,881942000000,202751000000,-55714000000,147037000000,39166000000,8424382000000,5556164000000,-520683000000,-997902000000,1040
ACB,2023,2,0.4420699881,13583597000000,3865846000000,-0.01960413355,,,,,,,,,,,-2485180000000,,,,,,4832447000000,-911557000000,-55044000000,3865846000000,,3865846000000,ACB,13583597000000,-7337925000000,6245672000000,1262569000000,-458183000000,804386000000,327437000000,71566000000,407802000000,200858000000,-37975000000,162883000000,3774000000,8023520000000,5538340000000,-705893000000,-966601000000,797
ACB,2023,1,0.4606257341,13224279000000,4135029000000,0.2577901072,,,,,,,,,,,-2507640000000,,,,,,5156497000000,-1109352000000,87884000000,4135029000000,,4135029000000,ACB,13224279000000,-7009125000000,6215154000000,1075475000000,-448409000000,627066000000,437956000000,42982000000,-1032000000,576702000000,-9458000000,567244000000,30781000000,7920151000000,5412511000000,-256014000000,-1021468000000,1224
ACB,2022,4,0.4080880101,11905432000000,2870518000000,0.1820151987,,,,,,,,,,,-4064328000000,,,,,,3611083000000,-692817000000,-47748000000,2870518000000,,2870518000000,ACB,11905432000000,-5451215000000,6454217000000,1392840000000,-465807000000,927033000000,503889000000,-110032000000,-2708000000,163883000000,-23306000000,140577000000,13020000000,7925996000000,3861668000000,-250585000000,-740565000000,849
ACB,2022,3,0.2448016184,10320044000000,3586992000000,0.7059670934,,,,,,,,,,,-2525765000000,,,,,,4474760000000,-866236000000,-21532000000,3586992000000,,3586992000000,ACB,10320044000000,-4287794000000,6032250000000,1296877000000,-430092000000,866785000000,95844000000,-39964000000,-1502000000,104791000000,19046000000,123837000000,13711000000,7090961000000,4565196000000,-90436000000,-887768000000,1063
ACB,2022,2,0.08853707729,9419513000000,3943148000000,0.5234891731,,,,,,,,,,,-2276351000000,,,,,,4914360000000,-903936000000,-67276000000,3943148000000,,3943148000000,ACB,9419513000000,-3813123000000,5606390000000,1342948000000,-349681000000,993267000000,145269000000,-226653000000,18353000000,412721000000,-56632000000,356089000000,30632000000,6923347000000,4646996000000,267364000000,-971212000000,879
ACB,2022,1,0.08887076612,9053845000000,3287535000000,0.3238035259,,,,,,,,,,,-2738601000000,,,,,,4114005000000,-982622000000,156152000000,3287535000000,,3287535000000,ACB,9053845000000,-3613173000000,5440672000000,1024894000000,-285735000000,739159000000,303367000000,-11224000000,6505000000,429099000000,-59908000000,369191000000,2093000000,6849763000000,4111162000000,2843000000,-826470000000,1217
ACB,2021,4,-0.0007772751548,8455034000000,2428495000000,-0.04747831278,,,,,,,,,,,-2417444000000,,,,,,3029760000000,-528304000000,-72961000000,2428495000000,,2428495000000,ACB,8455034000000,-3660712000000,4794322000000,1062911000000,-316093000000,746818000000,237959000000,61319000000,58365000000,134023000000,-64922000000,69101000000,3337000000,5971221000000,3553777000000,-524017000000,-601265000000,898
ACB,2021,3,0.04534854984,8290513000000,2102615000000,0.01351748698,,,,,,,,,,,-2254497000000,,,,,,2615599000000,-558745000000,45761000000,2102615000000,,2102615000000,ACB,8290513000000,-3770002000000,4520511000000,897088000000,-261529000000,635559000000,205933000000,183481000000,92038000000,148382000000,-106055000000,42327000000,10333000000,5690182000000,3435685000000,-820086000000,-512984000000,323
ACB,2021,2,0.1367066233,8653369000000,2588235000000,0.7009341802,,,,,,,,,,,-1592538000000,,,,,,3248434000000,-591994000000,-68205000000,2588235000000,,2588235000000,ACB,8653369000000,-3662982000000,4990387000000,1186356000000,-299977000000,886379000000,231524000000,91668000000,44709000000,174708000000,-195620000000,-20912000000,3462000000,6227217000000,4634679000000,-1386245000000,-660199000000,673
ACB,2021,1,0.05913986302,8314894000000,2483401000000,0.6156898949,,,,,,,,,,,-1965297000000,,,,,,3104319000000,-710036000000,89118000000,2483401000000,,2483401000000,ACB,8314894000000,-3675322000000,4639572000000,880105000000,-254898000000,625207000000,196140000000,113492000000,48939000000,246046000000,-197099000000,48947000000,3080000000,5675377000000,3710080000000,-605761000000,-620918000000,1149
ACB,2020,4,0.1010759211,8461611000000,2549543000000,0.6456723002,,,,,,,,,,,-1763715000000,,,,,,3184729000000,-633372000000,-1814000000,2549543000000,,2549543000000,ACB,8461611000000,-4045879000000,4415732000000,797121000000,-391415000000,405706000000,198686000000,63524000000,32411000000,136332000000,-70416000000,65916000000,13430000000,5195405000000,3431690000000,-246961000000,-635186000000,1180
ACB,2020,3,0.088598911,7930860000000,2074572000000,0.3391143368,,,,,,,,,,,-1732012000000,,,,,,2591572000000,-511134000000,-5866000000,2074572000000,,2074572000000,ACB,7930860000000,-4295859000000,3635001000000,735773000000,-244196000000,491577000000,192807000000,17433000000,37526000000,154046000000,-42811000000,111235000000,1000000,4485580000000,2753568000000,-161996000000,-517000000000,548
ACB,2020,2,0.117569719,7612667000000,1521655000000,-0.007234089472,,,,,,,,,,,-1767906000000,,,,,,1894664000000,-393704000000,20695000000,1521655000000,,1521655000000,ACB,7612667000000,-4500721000000,3111946000000,631989000000,-205330000000,426659000000,152824000000,70908000000,313391000000,82674000000,-60684000000,21990000000,4382000000,4102100000000,2334194000000,-439530000000,-373009000000,855
ACB,2020,1,0.2012298414,7850610000000,1537053000000,0.1253132575,,,,,,,,,,,-2360635000000,,,,,,1924923000000,-402471000000,14601000000,1537053000000,,1537053000000,ACB,7850610000000,-4431166000000,3419444000000,638601000000,-267889000000,370712000000,142870000000,14638000000,348787000000,122407000000,-41898000000,80509000000,1264000000,4378224000000,2017589000000,-92666000000,-387870000000,928
ACB,2019,4,0.1612971228,7684857000000,1549241000000,0.1347830514,,,,,,,,,,,-2742896000000,,,,,,1954930000000,-338808000000,-66881000000,1549241000000,,1549241000000,ACB,7684857000000,-4355266000000,3329591000000,733686000000,-247882000000,485804000000,138978000000,1227000000,50658000000,841003000000,-38054000000,802949000000,479000000,4809686000000,2066790000000,-111860000000,-405689000000,878
ACB,2019,3,0.2126477925,7285383000000,1549212000000,0.1831266009,,,,,,,,,,,-1843617000000,,,,,,1938773000000,-400951000000,11390000000,1549212000000,,1549212000000,ACB,7285383000000,-4262358000000,3023025000000,726617000000,-207479000000,519138000000,142048000000,51801000000,11967000000,88345000000,-4425000000,83920000000,16957000000,3848856000000,2005239000000,-66466000000,-389561000000,438
ACB,2019,2,0.1736003012,6811805000000,1532743000000,0.1630077251,,,,,,,,,,,-1922154000000,,,,,,1915339000000,-365036000000,-17560000000,1532743000000,,1532743000000,ACB,6811805000000,-3908801000000,2903004000000,707878000000,-187775000000,520103000000,68747000000,-3942000000,-26749000000,480648000000,-1109000000,479539000000,7947000000,3948649000000,2026495000000,-111156000000,-382596000000,1149
ACB,2019,1,0.1700039331,6535477000000,1365889000000,0.1934519077,,,,,,,,,,,-1798929000000,,,,,,1706894000000,-371594000000,30589000000,1365889000000,,1365889000000,ACB,6535477000000,-3678937000000,2856540000000,540578000000,-169131000000,371447000000,80552000000,26120000000,18446000000,136198000000,-2466000000,133732000000,3325000000,3490162000000,1691233000000,15661000000,-341005000000,1095
ACB,2018,4,0.2083008319,6617477000000,1365231000000,1.309175941,,,,,,,,,,,-2279898000000,,,,,,1612224000000,-292988000000,45995000000,1365231000000,,1365231000000,ACB,6617477000000,-3678873000000,2938604000000,595216000000,-172765000000,422451000000,-66506000000,-31012000000,-17548000000,927489000000,-10769000000,916720000000,1628000000,4164337000000,1884439000000,-272215000000,-246993000000,659
